city,date,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
"Seattle, Washington","December 8, 2012",Bantamweight,1,Scott Jorgensen,def.,/wiki/Scott_Jorgensen,John Albert,/wiki/John_Albert_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,4:59,KeyArena
Frank Fertitta III,", ",Lightweight,3,Ross Pearson,def.,/wiki/Ross_Pearson,George Sotiropoulos,/wiki/George_Sotiropoulos,TKO (punches),Reality,0:41,Sports
Frank Fertitta III,", ",Welterweight,3,Robert Whittaker,def.,/wiki/Robert_Whittaker_(fighter),Brad Scott,/wiki/Brad_Scott_(fighter),"Decision (unanimous) (29–28, 29–28, 29–28)",Reality,5:00,Sports
Frank Fertitta III,", ",Lightweight,3,Norman Parke,def.,/wiki/Norman_Parke,Colin Fletcher,/wiki/Colin_Fletcher_(fighter),"Decision (unanimous) (30–27, 30–27, 29–28)",Reality,5:00,Sports
Frank Fertitta III,", ",Middleweight,1,Hector Lombard,def.,/wiki/Hector_Lombard,Rousimar Palhares,/wiki/Rousimar_Palhares,KO (punches),Reality,3:38,Sports
Frank Fertitta III,", ",Featherweight,1,Chad Mendes,def.,/wiki/Chad_Mendes,Yaotzin Meza,/wiki/Yaotzin_Meza,KO (punches),Reality,1:55,Sports
Frank Fertitta III,", ",Light Heavyweight,3,Joey Beltran,vs.,/wiki/Joey_Beltran,Igor Pokrajac,/wiki/Igor_Pokrajac,No Contest,Reality,5:00,Sports
Frank Fertitta III,", ",Welterweight,3,Mike Pierce,def.,/wiki/Mike_Pierce,Seth Baczynski,/wiki/Seth_Baczynski,"Decision (unanimous) (30–27, 29–28, 29–28)",Reality,5:00,Sports
Frank Fertitta III,", ",Welterweight,1,Ben Alloway,def.,/wiki/Ben_Alloway,,,KO (front kick and punches),Reality,4:57,Sports
Frank Fertitta III,", ",Lightweight,3,Mike Wilkinson,def.,/wiki/Mike_Wilkinson_(fighter),,,"Decision (unanimous) (29–28, 29–28, 29–28)",Reality,5:00,Sports
Frank Fertitta III,", ",Light Heavyweight,1,Cody Donovan,def.,/wiki/Cody_Donovan,,,TKO (punches),Reality,4:35,Sports
Lorenzo Fertitta,", ",Heavyweight,1,Roy Nelson,def.,/wiki/Roy_Nelson_(fighter),Matt Mitrione,/wiki/Matt_Mitrione,TKO (punches),Sports,2:58,Frank Fertitta III
Lorenzo Fertitta,", ",Welterweight,3,Colton Smith,def.,/wiki/Colton_Smith,Mike Ricci,/wiki/Mike_Ricci_(fighter),"Decision (unanimous) (30–27, 30–27, 30–26)",Sports,5:00,Frank Fertitta III
Lorenzo Fertitta,", ",Heavyweight,2,Pat Barry,def.,/wiki/Pat_Barry_(fighter),Shane del Rosario,/wiki/Shane_del_Rosario,KO (punches),Sports,0:26,Frank Fertitta III
Lorenzo Fertitta,", ",Featherweight,1,Dustin Poirier,def.,/wiki/Dustin_Poirier,Jonathan Brookins,/wiki/Jonathan_Brookins,Submission (D'Arce choke),Sports,4:15,Frank Fertitta III
Lorenzo Fertitta,", ",Welterweight,1,Mike Pyle,def.,/wiki/Mike_Pyle_(fighter),James Head,/wiki/James_Head_(fighter),TKO (knee and punches),Sports,1:55,Frank Fertitta III
Lorenzo Fertitta,", ",Bantamweight,2,Johnny Bedford,def.,/wiki/Johnny_Bedford,Marcos Vinicius,/wiki/Marcos_Vinicius_(fighter),KO (punches),Sports,1:00,Frank Fertitta III
Lorenzo Fertitta,", ",Lightweight,1,Rustam Khabilov,def.,/wiki/Rustam_Khabilov,Vinc Pichel,/wiki/Vinc_Pichel,KO (suplex and punches),Sports,2:15,Frank Fertitta III
Lorenzo Fertitta,", ",Welterweight,2,TJ Waldburger,def.,/wiki/TJ_Waldburger,Nick Catone,/wiki/Nick_Catone,Technical Submission (triangle choke),Sports,1:04,Frank Fertitta III
Lorenzo Fertitta,", ",Bantamweight,1,Hugo Viana,def.,/wiki/Hugo_Viana_(fighter),Reuben Duran,/wiki/Reuben_Duran,KO (punch),Sports,4:05,Frank Fertitta III
Lorenzo Fertitta,", ",Lightweight,3,Mike Rio,def.,/wiki/Mike_Rio,,,Submission (armbar),Sports,4:11,Frank Fertitta III
Lorenzo Fertitta,", ",Flyweight,3,Tim Elliott,def.,/wiki/Tim_Elliott,Jared Papazian,/wiki/Jared_Papazian,"Decision (unanimous) (30–25, 30–25, 30–26)",Sports,5:00,Frank Fertitta III
"Las Vegas, Nevada","December 29, 2012",Heavyweight,5,Cain Velasquez,def.,/wiki/Cain_Velasquez,Junior dos Santos,/wiki/Junior_dos_Santos,"Decision (unanimous) (50–45, 50–43, 50–44)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Lightweight,3,Jim Miller,def.,/wiki/Jim_Miller_(fighter),Joe Lauzon,/wiki/Joe_Lauzon,"Decision (unanimous) (29–28, 29–28, 29–28)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Middleweight,3,Costas Philippou,def.,/wiki/Costas_Philippou,Tim Boetsch,/wiki/Tim_Boetsch,TKO (punches),Ultimate Fighting Championship,2:11,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Middleweight,3,Yushin Okami,def.,/wiki/Yushin_Okami,Alan Belcher,/wiki/Alan_Belcher,"Decision (unanimous) (30–27, 30–27, 29–28)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Middleweight,3,Derek Brunson,def.,/wiki/Derek_Brunson,Chris Leben,/wiki/Chris_Leben,"Decision (unanimous) (29–28, 29–28, 29–28)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Bantamweight,3,Eddie Wineland,def.,/wiki/Eddie_Wineland,Brad Pickett,/wiki/Brad_Pickett,"Decision (split) (30–27, 28–29, 30–27)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Bantamweight,1,Erik Perez,def.,/wiki/Erik_Perez,,,TKO (punches),Ultimate Fighting Championship,3:50,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Lightweight,3,Jamie Varner,def.,/wiki/Jamie_Varner,Melvin Guillard,/wiki/Melvin_Guillard,"Decision (split) (30–27, 27–30, 30–27)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Lightweight,3,Myles Jury,def.,/wiki/Myles_Jury,Michael Johnson,/wiki/Michael_Johnson_(fighter),"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Heavyweight,1,Todd Duffee,def.,/wiki/Todd_Duffee,Phil De Fries,/wiki/Phil_De_Fries,TKO (punches),Ultimate Fighting Championship,2:04,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Featherweight,3,Max Holloway,def.,/wiki/Max_Holloway,Leonard Garcia,/wiki/Leonard_Garcia,"Decision (split) (29–28, 28–29, 29–28)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","December 29, 2012",Flyweight,3,John Moraga,def.,/wiki/John_Moraga,Chris Cariaso,/wiki/Chris_Cariaso,Submission (front choke),Ultimate Fighting Championship,1:11,MGM Grand Garden Arena
Ultimate Fighting Championship,33,Flyweight,5,Demetrious Johnson,def.,/wiki/Demetrious_Johnson_(fighter),John Dodson,/wiki/John_Dodson_(fighter),"Decision (unanimous) (49–46, 48–47, 48–47)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Featherweight,5,José Aldo,def.,/wiki/Jos%C3%A9_Aldo,Frankie Edgar,/wiki/Frankie_Edgar,"Decision (unanimous) (49–46, 49–46, 48–47)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Bantamweight,4,Renan Barão,def.,/wiki/Renan_Bar%C3%A3o,Michael McDonald,/wiki/Michael_McDonald_(mixed_martial_artist),Submission (arm-triangle choke),2012 in UFC,3:57,2014 in UFC
Ultimate Fighting Championship,33,Women's Bantamweight,1,Ronda Rousey,def.,/wiki/Ronda_Rousey,Liz Carmouche,/wiki/Liz_Carmouche,Submission (armbar),2012 in UFC,4:49,2014 in UFC
Ultimate Fighting Championship,33,Welterweight,5,Georges St-Pierre,def.,/wiki/Georges_St-Pierre,Nick Diaz,/wiki/Nick_Diaz,"Decision (unanimous) (50–45, 50–45, 50–45)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,5,Benson Henderson,def.,/wiki/Benson_Henderson,Gilbert Melendez,/wiki/Gilbert_Melendez,"Decision (split) (47–48, 48–47, 48–47)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Light Heavyweight,1,Jon Jones,def.,/wiki/Jon_Jones_(fighter),Chael Sonnen,/wiki/Chael_Sonnen,TKO (elbows and punches),2012 in UFC,4:33,2014 in UFC
Ultimate Fighting Championship,33,Heavyweight,1,Cain Velasquez,def.,/wiki/Cain_Velasquez,Antônio Silva,/wiki/Ant%C3%B4nio_Silva_(fighter),TKO (punches),2012 in UFC,1:21,2014 in UFC
Ultimate Fighting Championship,33,Middleweight,2,Chris Weidman,def.,/wiki/Chris_Weidman,Anderson Silva,/wiki/Anderson_Silva,KO (punches),2012 in UFC,1:18,2014 in UFC
Ultimate Fighting Championship,33,Flyweight,5,Demetrious Johnson,def.,/wiki/Demetrious_Johnson_(fighter),John Moraga,/wiki/John_Moraga,Submission (armbar),2012 in UFC,3:43,2014 in UFC
Ultimate Fighting Championship,33,Featherweight,4,José Aldo,def.,/wiki/Jos%C3%A9_Aldo,Chan Sung Jung,/wiki/Chan_Sung_Jung,TKO (punches),2012 in UFC,2:00,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,1,Anthony Pettis,def.,/wiki/Anthony_Pettis,Benson Henderson,/wiki/Benson_Henderson,Verbal Submission (armbar),2012 in UFC,4:31,2014 in UFC
Ultimate Fighting Championship,33,Bantamweight,2,Renan Barão,def.,/wiki/Renan_Bar%C3%A3o,Eddie Wineland,/wiki/Eddie_Wineland,TKO (spinning back kick and punches),2012 in UFC,0:26,2014 in UFC
Ultimate Fighting Championship,33,Light Heavyweight,5,Jon Jones,def.,/wiki/Jon_Jones_(fighter),Alexander Gustafsson,/wiki/Alexander_Gustafsson,"Decision (unanimous) (48–47, 48–47, 49–46)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Heavyweight,5,Cain Velasquez,def.,/wiki/Cain_Velasquez,Junior dos Santos,/wiki/Junior_dos_Santos,TKO (punches),2012 in UFC,3:09,2014 in UFC
Ultimate Fighting Championship,33,Welterweight,5,Georges St-Pierre,def.,/wiki/Georges_St-Pierre,Johny Hendricks,/wiki/Johny_Hendricks,"Decision (split) (48–47, 47–48, 48–47)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Flyweight,1,Demetrious Johnson,def.,/wiki/Demetrious_Johnson_(fighter),Joseph Benavidez,/wiki/Joseph_Benavidez,KO (punches),2012 in UFC,2:08,2014 in UFC
Ultimate Fighting Championship,33,Women's Bantamweight,3,Ronda Rousey,def.,/wiki/Ronda_Rousey,Miesha Tate,/wiki/Miesha_Tate,Submission (armbar),2012 in UFC,0:58,2014 in UFC
Ultimate Fighting Championship,33,Middleweight,2,Chris Weidman,def.,/wiki/Chris_Weidman,Anderson Silva,/wiki/Anderson_Silva,TKO (leg injury),2012 in UFC,1:16,2014 in UFC
Ultimate Fighting Championship,33,Middleweight,2,Vitor Belfort,def.,/wiki/Vitor_Belfort,Michael Bisping,/wiki/Michael_Bisping,TKO (head kick and punches),2012 in UFC,1:27,2014 in UFC
Ultimate Fighting Championship,33,Middleweight,3,C.B. Dollaway,def.,/wiki/C.B._Dollaway,Daniel Sarafian,/wiki/Daniel_Sarafian,"Decision (split) (29–28, 28–29, 29–28)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Heavyweight,2,Gabriel Gonzaga,def.,/wiki/Gabriel_Gonzaga,Ben Rothwell,/wiki/Ben_Rothwell,Submission (guillotine choke),2012 in UFC,1:01,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,1,Khabib Nurmagomedov,def.,/wiki/Khabib_Nurmagomedov,Thiago Tavares,/wiki/Thiago_Tavares,TKO (punches and elbows),2012 in UFC,1:55,2014 in UFC
Ultimate Fighting Championship,33,Featherweight,3,Godofredo Pepey,def.,/wiki/Godofredo_Pepey,Milton Vieira,/wiki/Milton_Vieira,"Decision (split) (29–28, 28–29, 29–28)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Middleweight,3,Ronny Markes,def.,/wiki/Ronny_Markes,Andrew Craig,/wiki/Andrew_Craig,"Decision (unanimous) (29–28, 29–28, 29–28)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Featherweight,3,Nik Lentz,def.,/wiki/Nik_Lentz,Diego Nunes,/wiki/Diego_Nunes_(fighter),"Decision (unanimous) (30–27, 30–27, 30–26)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,1,Edson Barboza,def.,/wiki/Edson_Barboza,Lucas Martins,/wiki/Lucas_Martins,TKO (retirement),2012 in UFC,2:38,2014 in UFC
Ultimate Fighting Championship,33,Bantamweight,1,Iuri Alcantara,vs.,/wiki/Iuri_Alcantara,,,No Contest (punches to back of head),2012 in UFC,2:11,2014 in UFC
Ultimate Fighting Championship,33,Light Heavyweight,2,Ildemar Alcantara,def.,/wiki/Ildemar_Alcantara,Wagner Prado,/wiki/Wagner_Prado,Submission (kneebar),2012 in UFC,2:39,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,2,Francisco Trinaldo,def.,/wiki/Francisco_Trinaldo,,,Submission (arm-triangle choke),2012 in UFC,1:50,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,5,Benson Henderson,def.,/wiki/Benson_Henderson,Gilbert Melendez,/wiki/Gilbert_Melendez,"Decision (split) (47–48, 48–47, 48–47)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Heavyweight,3,Daniel Cormier,def.,/wiki/Daniel_Cormier,Frank Mir,/wiki/Frank_Mir,"Decision (unanimous) (30–27, 30–27, 30–27)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,2,Josh Thomson,def.,/wiki/Josh_Thomson,Nate Diaz,/wiki/Nate_Diaz,TKO (head kick and punches),2012 in UFC,3:44,2014 in UFC
Ultimate Fighting Championship,33,Welterweight,2,Matt Brown,def.,/wiki/Matt_Brown_(fighter),Jordan Mein,/wiki/Jordan_Mein,TKO (elbows to the body),2012 in UFC,1:00,2014 in UFC
Ultimate Fighting Championship,33,Featherweight,1,Chad Mendes,def.,/wiki/Chad_Mendes,Darren Elkins,/wiki/Darren_Elkins,TKO (punches),2012 in UFC,1:08,2014 in UFC
Ultimate Fighting Championship,33,Middleweight,3,Francis Carmont,def.,/wiki/Francis_Carmont,Lorenz Larkin,/wiki/Lorenz_Larkin,"Decision (unanimous) (29–28, 29–28, 29–28)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,2,Myles Jury,def.,/wiki/Myles_Jury,Ramsey Nijem,/wiki/Ramsey_Nijem,KO (punch),2012 in UFC,1:02,2014 in UFC
Ultimate Fighting Championship,33,Flyweight,2,Joseph Benavidez,def.,/wiki/Joseph_Benavidez,Darren Uyenoyama,/wiki/Darren_Uyenoyama,TKO (body kick and punches),2012 in UFC,4:50,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,3,Jorge Masvidal,def.,/wiki/Jorge_Masvidal,Tim Means,/wiki/Tim_Means,"Decision (unanimous) (29–28, 29–28, 29–28)",2012 in UFC,5:00,2014 in UFC
Ultimate Fighting Championship,33,Bantamweight,1,T.J. Dillashaw,def.,/wiki/T.J._Dillashaw,Hugo Viana,/wiki/Hugo_Viana_(fighter),TKO (punches),2012 in UFC,4:22,2014 in UFC
Ultimate Fighting Championship,33,Lightweight,2,Anthony Njokuani,def.,/wiki/Anthony_Njokuani,Roger Bowling,/wiki/Roger_Bowling_(fighter),KO (punch),2012 in UFC,2:52,2014 in UFC
Ultimate Fighting Championship,33,Middleweight,1,Yoel Romero,def.,/wiki/Yoel_Romero,Clifford Starks,/wiki/Clifford_Starks,KO (flying knee and punches),2012 in UFC,1:32,2014 in UFC
city,date,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
Las Vegas,"February 2, 2013",Featherweight,5,José Aldo,def.,/wiki/Jos%C3%A9_Aldo,Frankie Edgar,/wiki/Frankie_Edgar,"Decision (unanimous) (49–46, 49–46, 48–47)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Light Heavyweight,3,Antônio Rogério Nogueira,def.,/wiki/Ant%C3%B4nio_Rog%C3%A9rio_Nogueira,Rashad Evans,/wiki/Rashad_Evans,"Decision (unanimous) (29–28, 29–28, 29–28)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Heavyweight,3,Antônio Silva,def.,/wiki/Ant%C3%B4nio_Silva_(fighter),Alistair Overeem,/wiki/Alistair_Overeem,KO (punches),Ultimate Fighting Championship,0:25,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Welterweight,3,Demian Maia,def.,/wiki/Demian_Maia,Jon Fitch,/wiki/Jon_Fitch,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Flyweight,3,Joseph Benavidez,def.,/wiki/Joseph_Benavidez,Ian McCall,/wiki/Ian_McCall_(fighter),"Decision (unanimous) (29–28, 29–28, 29–28)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Lightweight,3,Evan Dunham,def.,/wiki/Evan_Dunham,Gleison Tibau,/wiki/Gleison_Tibau,"Decision (split) (29–28, 28–29, 29–28)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Welterweight,1,Tyron Woodley,def.,/wiki/Tyron_Woodley,Jay Hieron,/wiki/Jay_Hieron,KO (punches),Ultimate Fighting Championship,0:36,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Lightweight,3,Bobby Green,def.,/wiki/Bobby_Green_(fighter),Jacob Volkmann,/wiki/Jacob_Volkmann,Submission (rear-naked choke),Ultimate Fighting Championship,4:25,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Lightweight,3,Isaac Vallie-Flagg,def.,/wiki/Isaac_Vallie-Flagg,Yves Edwards,/wiki/Yves_Edwards,"Decision (split) (29–28, 28–29, 29–28)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Catchweight (139.5 lbs),3,Dustin Kimura,def.,/wiki/Dustin_Kimura,Chico Camus,/wiki/Chico_Camus,Submission (rear-naked choke),Ultimate Fighting Championship,1:50,Mandalay Bay Events Center
Las Vegas,"February 2, 2013",Bantamweight,2,Francisco Rivera,def.,/wiki/Francisco_Rivera_(fighter),Edwin Figueroa,/wiki/Edwin_Figueroa,TKO (punches),Ultimate Fighting Championship,4:20,Mandalay Bay Events Center
"London, United Kingdom","February 16, 2013",Bantamweight,4,Renan Barão,def.,/wiki/Renan_Bar%C3%A3o,Michael McDonald,/wiki/Michael_McDonald_(fighter),Submission (arm-triangle choke),Ultimate Fighting Championship,3:57,Wembley Arena
"London, United Kingdom","February 16, 2013",Featherweight,3,Cub Swanson,def.,/wiki/Cub_Swanson,Dustin Poirier,/wiki/Dustin_Poirier,"Decision (unanimous) (29–28, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Light Heavyweight,1,Jimi Manuwa,def.,/wiki/Jimi_Manuwa,Cyrille Diabaté,/wiki/Cyrille_Diabat%C3%A9,TKO (calf injury),Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Welterweight,3,Gunnar Nelson,def.,/wiki/Gunnar_Nelson_(fighter),Jorge Santiago,/wiki/Jorge_Santiago,"Decision (unanimous) (29–28, 29–28, 30–27)",Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Light Heavyweight,3,James Te Huna,def.,/wiki/James_Te_Huna,Ryan Jimmo,/wiki/Ryan_Jimmo,"Decision (unanimous) (29–27, 29–28, 29–28)",Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Welterweight,3,Matthew Riddle,vs.,/wiki/Matthew_Riddle,Che Mills,/wiki/Che_Mills,No Contest (overturned),Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Lightweight,3,Renee Forte,def.,/wiki/Renee_Forte,Terry Etim,/wiki/Terry_Etim,"Decision (unanimous) (29–28, 29–28, 30–27)",Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Lightweight,3,Danny Castillo,def.,/wiki/Danny_Castillo,Paul Sass,/wiki/Paul_Sass,"Decision (unanimous) (30–27, 30–27, 29–28)",Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Featherweight,3,Andy Ogle,def.,/wiki/Andy_Ogle,Josh Grispi,/wiki/Josh_Grispi,"Decision (unanimous) (29–28, 29–28, 30–27)",Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Middleweight,2,Tom Watson,def.,/wiki/Tom_Watson_(fighter),Stanislav Nedkov,/wiki/Stanislav_Nedkov,TKO (knees & punches),Ultimate Fighting Championship,4:42,Wembley Arena
"London, United Kingdom","February 16, 2013",Bantamweight,3,Vaughan Lee,def.,/wiki/Vaughan_Lee_(fighter),,,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Wembley Arena
"London, United Kingdom","February 16, 2013",Flyweight,3,Phil Harris,def.,/wiki/Phil_Harris_(fighter),Ulysses Gomez,/wiki/Ulysses_Gomez,"Decision (unanimous) (30–27, 30–27, 29–28)",Ultimate Fighting Championship,5:00,Wembley Arena
"Anaheim, California","February 23, 2013",Women's Bantamweight,1,Ronda Rousey,def.,/wiki/Ronda_Rousey,Liz Carmouche,/wiki/Liz_Carmouche,Submission (armbar),Ultimate Fighting Championship,4:49,Honda Center
"Anaheim, California","February 23, 2013",Light Heavyweight,3,Lyoto Machida,def.,/wiki/Lyoto_Machida,Dan Henderson,/wiki/Dan_Henderson,"Decision (split) (28–29, 29–28, 29–28)",Ultimate Fighting Championship,5:00,Honda Center
"Anaheim, California","February 23, 2013",Bantamweight,1,Urijah Faber,def.,/wiki/Urijah_Faber,Ivan Menjivar,/wiki/Ivan_Menjivar,Submission (standing rear-naked choke),Ultimate Fighting Championship,4:34,Honda Center
"Anaheim, California","February 23, 2013",Welterweight,3,Court McGee,def.,/wiki/Court_McGee,Josh Neer,/wiki/Josh_Neer,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Honda Center
"Anaheim, California","February 23, 2013",Welterweight,1,Robbie Lawler,def.,/wiki/Robbie_Lawler,Josh Koscheck,/wiki/Josh_Koscheck,TKO (knee and punches),Ultimate Fighting Championship,3:57,Honda Center
